User,CaseStatus,DokumentType,Parent,Creator,Action,Access
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,RENAME,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,WRITE,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,RENAME,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,NONE,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,NONE,CREATE,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,NONE,FINISH,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,NONE,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,NONE,RENAME,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_ANSWERS,ROL_QUESTIONS,NONE,WRITE,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_ROL,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_ROL,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_ROL,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_ROL,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,NONE,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,NONE,CREATE,NOT_SUPPORTED_FINISHED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,NONE,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,NONE,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,NONE,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,ROL_QUESTIONS,NONE,NONE,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_ROL,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_ROL,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_ROL,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_ROL,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_ROL,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,NONE,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,NONE,CREATE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,NONE,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,NONE,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,NONE,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,SMART_DOCUMENT,NONE,NONE,WRITE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_ROL,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_ROL,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_ROL,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_ROL,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_ROL,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_SAKSBEHANDLING,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_SAKSBEHANDLING,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_SAKSBEHANDLING,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,NONE,CHANGE_TYPE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,NONE,CREATE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,NONE,FINISH,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,NONE,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,NONE,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,NONE,NONE,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_ROL,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_ROL,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_ROL,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_ROL,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,NONE,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,NONE,CREATE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,NONE,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,NONE,REMOVE,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,NONE,RENAME,ALLOWED
SAKSBEHANDLER,FULLFOERT,UPLOADED,UPLOADED,NONE,WRITE,NOT_SUPPORTED_UPLOADED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,REMOVE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,NONE,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,NONE,CREATE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,NONE,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,NONE,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,NONE,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,ROL_QUESTIONS,NONE,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,NONE,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,NONE,CREATE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,NONE,FINISH,NOT_SUPPORTED_ATTACHMENT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,NONE,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,NONE,RENAME,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,JOURNALFOERT,SMART_DOCUMENT,NONE,WRITE,NOT_SUPPORTED_JOURNALFOERT
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,RENAME,NOT_ASSIGNED_OR_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,WRITE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,FINISH,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,REMOVE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,RENAME,NOT_ASSIGNED_OR_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,WRITE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,RENAME,NOT_ASSIGNED_OR_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,WRITE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,NONE,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,NONE,CREATE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,NONE,FINISH,NOT_SUPPORTED_ROL_ANSWERS
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,NONE,REMOVE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,NONE,RENAME,NOT_ASSIGNED_OR_ROL
SAKSBEHANDLER,LEDIG,ROL_ANSWERS,ROL_QUESTIONS,NONE,WRITE,NOT_ASSIGNED_ROL
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,RENAME,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,WRITE,NOT_ASSIGNED_OR_MU
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_ROL,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_ROL,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_ROL,RENAME,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_ROL,WRITE,NOT_ASSIGNED_OR_MU
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,RENAME,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,WRITE,NOT_ASSIGNED_OR_MU
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,NONE,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,NONE,CREATE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,NONE,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,NONE,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,NONE,RENAME,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,ROL_QUESTIONS,NONE,NONE,WRITE,NOT_ASSIGNED_OR_MU
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,RENAME,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,WRITE,NOT_ASSIGNED_OR_MU
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_ROL,CHANGE_TYPE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_ROL,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_ROL,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_ROL,RENAME,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_ROL,WRITE,NOT_ASSIGNED_OR_MU
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,RENAME,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,WRITE,NOT_ASSIGNED_OR_MU
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,NONE,CHANGE_TYPE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,NONE,CREATE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,NONE,FINISH,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,NONE,REMOVE,NOT_ASSIGNED
SAKSBEHANDLER,LEDIG,SMART_DOCUMENT,NONE,NONE,RENAME,NOT_ASSIGNED
