User,CaseStatus,DokumentType,Parent,Creator,Action,Access
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,REMOVE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_ROL,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,NONE,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,NONE,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,NONE,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,NONE,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,ROL_QUESTIONS,NONE,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,CREATE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_ROL,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,NONE,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,NONE,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,NONE,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,NONE,RENAME,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,JOURNALFOERT,SMART_DOCUMENT,NONE,WRITE,NOT_SUPPORTED_JOURNALFOERT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,CREATE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,RENAME,NOT_ASSIGNED_OR_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,WRITE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,FINISH,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,REMOVE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,RENAME,NOT_ASSIGNED_OR_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_ROL,WRITE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,RENAME,NOT_ASSIGNED_OR_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,KABAL_SAKSBEHANDLING,WRITE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,NONE,CHANGE_TYPE,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,NONE,FINISH,NOT_SUPPORTED_ROL_ANSWERS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,NONE,REMOVE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,NONE,RENAME,NOT_ASSIGNED_OR_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_ANSWERS,ROL_QUESTIONS,NONE,WRITE,NOT_ASSIGNED_ROL
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,CREATE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_MEDUNDERSKRIVER,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_ROL,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_ROL,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_ROL,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_ROL,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,KABAL_SAKSBEHANDLING,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,NONE,CHANGE_TYPE,NOT_SUPPORTED_ROL_QUESTIONS
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,NONE,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,NONE,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,NONE,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,ROL_QUESTIONS,NONE,NONE,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,CREATE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_MEDUNDERSKRIVER,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_ROL,CHANGE_TYPE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_ROL,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_ROL,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_ROL,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_ROL,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,KABAL_SAKSBEHANDLING,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,NONE,CHANGE_TYPE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,NONE,FINISH,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,NONE,REMOVE,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,NONE,RENAME,NOT_ASSIGNED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,SMART_DOCUMENT,NONE,NONE,WRITE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,CREATE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,FINISH,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_ROL,CHANGE_TYPE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_ROL,FINISH,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_ROL,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_ROL,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_ROL,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_SAKSBEHANDLING,CHANGE_TYPE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_SAKSBEHANDLING,FINISH,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_SAKSBEHANDLING,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_SAKSBEHANDLING,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,NONE,CHANGE_TYPE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,NONE,FINISH,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,NONE,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,NONE,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,NONE,NONE,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,CREATE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_MEDUNDERSKRIVER,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_ROL,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_ROL,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_ROL,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_ROL,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_ROL,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,KABAL_SAKSBEHANDLING,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,NONE,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,NONE,FINISH,NOT_SUPPORTED_ATTACHMENT
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,NONE,REMOVE,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,NONE,RENAME,ALLOWED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_RETURNED_FROM_ROL,UPLOADED,UPLOADED,NONE,WRITE,NOT_SUPPORTED_UPLOADED
TILDELT_MEDUNDERSKRIVER,WITH_MU_AND_ROL,JOURNALFOERT,ROL_QUESTIONS,KABAL_MEDUNDERSKRIVER,CHANGE_TYPE,NOT_SUPPORTED_ATTACHMENT
